Timestamp,EAR,Normalized EAR,EAR 0/1,Transition Count
11:14.6,0.359855302,72.09150041630694,1,0
11:14.6,0.37299501,78.21379942067786,1,0
11:14.6,0.347562796,66.36394564530111,1,0
11:14.7,0.358971363,71.67963899140886,1,0
11:14.7,0.350030894,67.51392812041317,1,0
11:14.7,0.330019348,58.189773569054594,1,0
11:14.8,0.276466867,33.2375979873832,1,0
11:14.8,0.264892066,27.844449780581982,1,0
11:14.9,0.25029968,21.045291817619958,1,0
11:14.9,0.268554948,29.551128408579526,1,0
11:14.9,0.269016393,29.766133510981497,1,0
11:15.0,0.256167963,23.779552211250213,1,0
11:15.0,0.25858197,24.90433159391567,1,0
11:15.0,0.25673725,24.044805079373397,1,0
11:15.1,0.265143756,27.96172190233768,1,0
11:15.1,0.262428864,26.6967485415465,1,0
11:15.1,0.309110381,48.44747580668999,1,0
11:15.2,0.32515774,55.92456205765406,1,0
11:15.2,0.3214974,54.2190678459365,1,0
11:15.2,0.323418787,55.11431648594517,1,0
11:15.3,0.348952409,67.01142017718273,1,0
11:15.3,0.353435947,69.1004742287232,1,0
11:15.3,0.390137808,86.20129314028956,1,0
11:15.4,0.390101273,86.18427006838229,1,0
11:15.4,0.379128906,81.07181920115659,1,0
11:15.5,0.403328707,92.34744401475781,1,0
11:15.5,0.389779705,86.03443907927372,1,0
11:15.5,0.381449846,82.15323506300106,1,0
11:15.6,0.355016007,69.83668539603731,1,0
11:15.6,0.354128767,69.42328590735475,1,0
11:15.6,0.386351271,84.43699885725728,1,0
11:15.7,0.373138946,78.28086477932155,1,0
11:15.7,0.373117498,78.27087132520172,1,0
11:15.7,0.385445884,84.01514397823941,1,0
11:15.8,0.366613172,75.2402538568452,1,0
11:15.8,0.348073889,66.60208367432284,1,0
11:15.8,0.374797245,79.0535305278031,1,0
11:15.9,0.398789236,90.23232861160952,1,0
11:15.9,0.389779705,86.03443907927372,1,0
11:16.0,0.414659679,97.62698284424738,1,0
11:16.0,0.389036676,85.68823308238868,1,0
11:16.0,0.380289835,81.61274099796103,1,0
11:16.1,0.378354546,80.7110148775731,1,0
11:16.1,0.366613172,75.2402538568452,1,0
11:16.1,0.374797245,79.0535305278031,1,0
11:16.2,0.374339761,78.84037100875476,1,0
11:16.2,0.36397449,74.01078968751575,1,0
11:16.2,0.365916581,74.91568512322087,1,0
11:16.3,0.37269163,78.07244292539302,1,0
11:16.3,0.380831932,81.86532499171281,1,0
11:16.4,0.390844303,86.5304765312061,1,0
11:16.4,0.377071597,80.11323923557568,1,0
11:16.4,0.399076962,90.36639130184066,1,0
11:16.5,0.389129474,85.73147126568828,1,0
11:16.5,0.41079149,95.82464373112411,1,0
11:16.5,0.401382271,91.4405240752225,1,0
11:16.6,0.41975266,100.0,1,0
11:16.6,0.389811035,86.0490369400334,1,0
11:16.6,0.387476595,84.96133090518366,1,0
11:16.7,0.37364317,78.51580227513043,1,0
11:16.7,0.353363399,69.06667130493153,1,0
11:16.7,0.395770818,88.82593072847735,1,0
11:16.8,0.365614016,74.77470836801004,1,0
11:16.8,0.364917425,74.4501396343857,1,0
11:16.8,0.386779906,84.63671650956269,1,0
11:16.9,0.37812975,80.60627371232144,1,0
11:16.9,0.404797409,93.03176917573684,1,0
11:16.9,0.404020158,92.66961782325275,1,0
11:17.0,0.414745479,97.66696038823655,1,0
11:17.0,0.378437668,80.74974463761355,1,0
11:17.0,0.359754616,72.04458690821728,1,0
11:17.1,0.34831106,66.71259083149602,1,0
11:17.1,0.358954485,71.67177487733602,1,0
11:17.1,0.360057787,72.1858460223052,1,0
