Timestamp,EAR,Normalized EAR,EAR 0/1,Transition Count
25:41.1,0.158461264,30.51159473593348,0,0
25:42.3,0.144207439,24.799159903485993,0,0
25:42.3,0.18780626,42.27204340907436,0,0
25:42.4,0.170160241,35.200135792022074,0,0
25:42.4,0.189956916,43.13395115994208,0,0
25:42.4,0.217770383,54.28061654287816,0,0
25:42.5,0.257477325,70.19377098182854,1,1
25:42.5,0.276115738,77.66339542598597,1,0
25:42.5,0.272558049,76.2375980300859,1,0
25:42.6,0.262434928,72.18060497639817,1,0
25:42.6,0.166164597,33.598821340381214,0,0
25:42.6,0.159037759,30.7426337811534,0,0
25:42.7,0.159584457,30.961731230296312,0,0
25:42.7,0.196662742,45.821411825604244,0,0
25:42.7,0.213030934,52.38121104616352,0,0
25:42.8,0.236191435,61.66313029586211,1,1
25:42.8,0.223760951,56.681426803236,0,0
25:42.8,0.249277033,66.90738058086315,1,1
25:42.9,0.263675049,72.67760212606498,1,0
25:42.9,0.277563938,78.24378336566886,1,0
25:42.9,0.278937092,78.79409549170622,1,0
25:43.0,0.237981315,62.380451636477765,1,0
25:43.0,0.264278919,72.91961211442039,1,0
25:43.0,0.270072132,75.24132938911596,1,0
25:43.1,0.282036791,80.03634650416798,1,0
25:43.1,0.284502665,81.02458261132003,1,0
25:43.1,0.286797543,81.9442894986585,1,0
25:43.2,0.264095253,72.8460052014734,1,0
25:43.2,0.236660241,61.85101135403844,1,0
25:43.2,0.277418627,78.18554779606295,1,0
25:43.3,0.265678129,73.48036657449751,1,0
25:43.3,0.262434928,72.18060497639817,1,0
25:43.3,0.257634827,70.2568922781108,1,0
25:43.4,0.252256632,68.10149971129485,1,0
25:43.4,0.256204627,69.68371810925672,1,0
25:43.4,0.275933874,77.59051069165199,1,0
25:43.5,0.243257375,64.49491206531584,1,0
25:43.5,0.224992613,57.17503388137833,0,0
25:43.5,0.264855747,73.15078461440064,1,1
25:43.6,0.263482593,72.60047248836327,1,0
25:43.6,0.249818135,67.1242353488084,1,0
25:43.6,0.236514749,61.7927032459592,1,0
25:43.7,0.237291809,62.10412173263921,1,0
25:43.7,0.256932424,69.97539370747339,1,0
25:43.7,0.265069587,73.23648421184697,1,0
25:43.8,0.244188837,64.86820947663536,1,0
25:43.8,0.263482593,72.60047248836327,1,0
25:43.8,0.231887024,59.93807282324896,1,0
25:43.9,0.22205115,55.996198326742594,0,0
25:43.9,0.245904639,65.55584294417007,1,1
25:43.9,0.22205115,55.996198326742594,0,0
25:44.0,0.222222222,56.06475800469967,0,0
25:44.0,0.25839899,70.56314209799194,1,1
25:44.1,0.244967175,65.18014014104419,1,0
25:44.1,0.252756782,68.30194234907447,1,0
25:44.1,0.223684211,56.65067209360247,0,0
25:44.2,0.238298238,62.5074632971656,1,1
25:44.2,0.270285972,75.3270289865623,1,0
25:44.2,0.251137409,67.65295425416483,1,0
25:44.3,0.249818135,67.1242353488084,1,0
25:44.3,0.245796206,65.51238678793221,1,0
25:44.3,0.2662289,73.70109633967296,1,0
25:44.4,0.264277118,72.91889033657245,1,0
25:44.4,0.25113921,67.65367603201277,1,0
25:44.4,0.225140343,57.2342389016306,1,0
25:44.5,0.237979515,62.37973025939488,1,0
25:44.5,0.263548793,72.62700313441147,1,0
25:44.5,0.23106826,59.60994083108866,1,0
25:44.6,0.239433409,62.96240015524995,1,0
25:44.6,0.239598888,63.0287183543045,1,0
25:44.7,0.236119139,61.634156586093205,1,0
25:44.7,0.226757915,57.88250521869228,1,0
25:44.7,0.249379649,66.94850548682815,1,0
25:44.8,0.225140343,57.2342389016306,1,0
25:44.8,0.252440298,68.17510662424183,1,0
25:44.8,0.232379374,60.13538949366938,1,0
25:44.9,0.229361092,58.925767568961504,1,0
25:44.9,0.278525794,78.62926162979785,1,0
25:44.9,0.249836322,67.13152406270082,1,0
25:45.0,0.251137409,67.65295425416483,1,0
25:45.0,0.249836322,67.13152406270082,1,0
25:45.0,0.265033546,73.22204023882246,1,0
25:45.1,0.25113921,67.65367603201277,1,0
25:45.1,0.227632738,58.23310369856883,1,0
25:45.2,0.265580006,73.4410423058844,1,0
25:45.2,0.259822622,71.13368404202359,1,0
25:45.2,0.258872571,70.75293680926316,1,0
25:45.3,0.272930038,76.38667821879926,1,0
25:45.3,0.265580006,73.4410423058844,1,0
25:45.3,0.271843107,75.95107426653612,1,0
25:45.4,0.249836322,67.13152406270082,1,0
25:45.4,0.198327763,46.488694043335734,0,0
25:45.4,0.151838791,27.85753903915434,0,0
25:45.5,0.140326331,23.243747477158983,0,0
25:45.5,0.142737248,24.20995873967553,0,0
25:45.5,0.199378953,46.909974252088155,0,0
25:45.6,0.216057705,53.59423506534727,0,0
25:45.6,0.217764873,54.27840832747444,0,0
25:45.6,0.217764873,54.27840832747444,0,0
25:45.7,0.23106826,59.60994083108866,1,1
25:45.7,0.236678427,61.85829966716582,1,0
25:45.7,0.245130853,65.24573656225081,1,0
25:45.8,0.251619811,67.84628411390723,1,0
25:45.8,0.276315789,77.74356887421237,1,0
25:45.8,0.243101417,64.43240955026471,1,0
25:45.8,0.25,67.19712048390744,1,0
25:45.9,0.264277118,72.91889033657245,1,0
25:45.9,0.258106883,70.44607582268678,1,0
25:45.9,0.251437946,67.77339897880819,1,0
25:46.0,0.265580006,73.4410423058844,1,0
25:46.0,0.257096102,70.04099012868,1,0
25:46.0,0.26297603,72.39745974434341,1,0
25:46.1,0.262794166,72.3245750100094,1,0
25:46.1,0.257096102,70.04099012868,1,0
25:46.1,0.27162715,75.86452624948731,1,0
25:46.2,0.285550132,81.44437077180604,1,0
25:46.2,0.251453894,67.77979037976252,1,0
25:46.2,0.26697396,73.99969034487953,1,0
25:46.3,0.258106883,70.44607582268678,1,0
25:46.3,0.251437946,67.77339897880819,1,0
25:46.3,0.258106883,70.44607582268678,1,0
25:46.4,0.289273633,82.93661982152095,1,0
25:46.4,0.263157895,72.47034487944242,1,0
25:46.4,0.276315789,77.74356887421237,1,0
25:46.5,0.264277118,72.91889033657245,1,0
25:46.5,0.289473684,83.0167932697474,1,0
25:46.5,0.237961328,62.372441545502454,1,0
25:46.6,0.249818135,67.1242353488084,1,0
25:46.6,0.276133925,77.6706841398784,1,0
25:46.6,0.26297603,72.39745974434341,1,0
25:46.7,0.264246875,72.9067699992849,1,0
25:46.7,0.276133925,77.6706841398784,1,0
25:46.7,0.238280052,62.50017498403822,1,0
25:46.7,0.264095253,72.8460052014734,1,0
25:46.8,0.264278919,72.91961211442039,1,0
25:46.8,0.264095253,72.8460052014734,1,0
25:46.9,0.284785045,81.13775064502232,1,0
25:46.9,0.270253996,75.31421412344996,1,0
25:46.9,0.260198277,71.28423343539575,1,0
25:46.9,0.277222906,78.1071096604859,1,0
25:47.0,0.264278919,72.91961211442039,1,0
25:47.0,0.2787361,78.71354492357146,1,0
25:47.0,0.264278919,72.91961211442039,1,0
25:47.1,0.262794166,72.3245750100094,1,0
25:47.1,0.264277118,72.91889033657245,1,0
25:47.2,0.264277118,72.91889033657245,1,0
25:47.2,0.277416826,78.18482601821503,1,0
25:47.2,0.249818135,67.1242353488084,1,0
25:47.3,0.26297603,72.39745974434341,1,0
25:47.3,0.26297603,72.39745974434341,1,0
25:47.3,0.278719714,78.70697798752698,1,0
25:47.4,0.275933874,77.59051069165199,1,0
25:47.4,0.265580006,73.4410423058844,1,0
25:47.4,0.272063567,76.03942692858729,1,0
25:47.5,0.276315789,77.74356887421237,1,0
25:47.5,0.268897083,74.7704108225254,1,0
25:47.5,0.278721515,78.7076997653749,1,0
25:47.6,0.264095253,72.8460052014734,1,0
25:47.6,0.251081786,67.63066250000865,1,0
25:47.6,0.252160484,68.0629669536477,1,0
25:47.7,0.27221233,76.09904593913215,1,0
25:47.7,0.276133925,77.6706841398784,1,0
25:47.7,0.258962078,70.78880808623953,1,0
25:47.8,0.264460783,72.99249684875437,1,0
25:47.8,0.277203214,78.09921779519918,1,0
25:47.8,0.277618678,78.26572124428938,1,0
25:47.9,0.271704509,75.89552903268434,1,0
25:47.9,0.237815837,62.31413383818827,1,0
25:47.9,0.145788932,25.432967018451414,0,0
25:48.0,0.141094154,23.551464097108667,0,0
25:48.0,0.159475338,30.918000149236878,0,0
25:48.0,0.198713196,46.64316211732814,0,0
25:48.1,0.250955545,67.58006951983086,1,1
25:48.1,0.237815837,62.31413383818827,1,0
25:48.1,0.231995118,59.98139312013618,1,0
25:48.2,0.263157895,72.47034487944242,1,0
25:48.2,0.249818135,67.1242353488084,1,0
25:48.2,0.289473684,83.0167932697474,1,0
25:48.3,0.276315789,77.74356887421237,1,0
25:48.3,0.269536791,75.02678342860098,1,0
25:48.4,0.264777706,73.11950850944221,1,0
25:48.4,0.264460783,72.99249684875437,1,0
25:48.4,0.245134827,65.2473292025438,1,0
25:48.5,0.26297603,72.39745974434341,1,0
25:48.5,0.264278919,72.91961211442039,1,0
25:48.5,0.264277118,72.91889033657245,1,0
25:48.6,0.276315789,77.74356887421237,1,0
25:48.6,0.264095253,72.8460052014734,1,0
25:48.6,0.27740477,78.17999439481991,1,0
25:48.7,0.270253996,75.31421412344996,1,0
25:48.7,0.26297603,72.39745974434341,1,0
25:48.7,0.285659613,81.4882469298121,1,0
25:48.8,0.263157895,72.47034487944242,1,0
25:48.8,0.285659613,81.4882469298121,1,0
25:48.8,0.269078947,74.8432955568594,1,0
25:48.9,0.278536049,78.63337147534506,1,0
25:48.9,0.279837136,79.15480166680908,1,0
25:48.9,0.270617033,75.45970666347112,1,0
25:49.0,0.26297603,72.39745974434341,1,0
25:49.0,0.289473684,83.0167932697474,1,0
25:49.0,0.238144994,62.44604845844943,1,0
25:49.1,0.25769817,70.28227793842244,1,0
25:49.1,0.277435012,78.1921143313424,1,0
25:49.1,0.257816691,70.32977701244477,1,0
25:49.2,0.277618678,78.26572124428938,1,0
25:49.2,0.269736842,75.1069568768274,1,0
25:49.2,0.249818135,67.1242353488084,1,0
25:49.3,0.264278919,72.91961211442039,1,0
25:49.3,0.245804183,65.51558369070453,1,0
25:49.3,0.264246875,72.9067699992849,1,0
25:49.4,0.211413361,51.732944328336785,0,0
25:49.4,0.121075914,15.528853221761626,0,0
25:49.4,0.120099273,15.137449646426843,0,0
25:49.5,0.159475338,30.918000149236878,0,0
25:49.5,0.202536789,48.175524542031845,0,0
25:49.5,0.22482162,57.106505863859894,0,0
25:49.6,0.258715913,70.69015375867978,1,1
25:49.6,0.256397083,69.76084774695843,1,0
25:49.6,0.271661243,75.87818953220214,1,0
25:49.7,0.262794166,72.3245750100094,1,0
25:49.7,0.264912793,73.17364665721733,1,0
25:49.7,0.277234961,78.11194088311599,1,0
25:49.8,0.270467836,75.3999137208963,1,0
25:49.8,0.233913767,60.75032057496607,1,0
25:49.8,0.251437946,67.77339897880819,1,0
25:49.9,0.257634827,70.2568922781108,1,0
25:49.9,0.270253996,75.31421412344996,1,0
25:49.9,0.270837879,75.54821402083005,1,0
25:50.0,0.26297603,72.39745974434341,1,0
25:50.0,0.251437946,67.77339897880819,1,0
25:50.0,0.276115738,77.66339542598597,1,0
25:50.1,0.271556885,75.83636649352695,1,0
25:50.1,0.264278919,72.91961211442039,1,0
25:50.1,0.280312363,79.34525603734606,1,0
25:50.2,0.27162715,75.86452624948731,1,0
25:50.2,0.264277118,72.91889033657245,1,0
25:50.2,0.263157895,72.47034487944242,1,0
25:50.3,0.271661243,75.87818953220214,1,0
25:50.3,0.264278919,72.91961211442039,1,0
25:50.3,0.269536791,75.02678342860098,1,0
25:50.4,0.283274535,80.53239103532034,1,0
25:50.4,0.249836322,67.13152406270082,1,0
25:50.4,0.265835631,73.54348787077976,1,0
25:50.5,0.269580884,75.04445436177627,1,0
25:50.5,0.26297603,72.39745974434341,1,0
25:50.5,0.266881094,73.96247289811346,1,0
25:50.6,0.296483718,85.82616986853692,1,0
25:50.6,0.277234961,78.11194088311599,1,0
25:50.6,0.284309067,80.94699529993575,1,0
25:50.7,0.277418627,78.18554779606295,1,0
25:50.7,0.270669865,75.48087988238379,1,0
25:50.7,0.276064646,77.64291953825342,1,0
25:50.8,0.249844042,67.13461796885629,1,0
25:50.8,0.264278919,72.91961211442039,1,0
25:50.8,0.276133925,77.6706841398784,1,0
25:50.9,0.262794166,72.3245750100094,1,0
25:50.9,0.256241125,69.69834523190728,1,0
25:50.9,0.271169358,75.68105921752813,1,0
25:51.0,0.243938585,64.7679172223324,1,0
25:51.0,0.258872571,70.75293680926316,1,0
25:51.0,0.264460783,72.99249684875437,1,0
25:51.1,0.26297603,72.39745974434341,1,0
25:51.1,0.265580006,73.4410423058844,1,0
25:51.1,0.23991581,63.1557296142273,1,0
25:51.2,0.262794166,72.3245750100094,1,0
25:51.2,0.295329695,85.36367778780452,1,0
25:51.2,0.260173658,71.27436700072715,1,0
25:51.3,0.284309067,80.94699529993575,1,0
25:51.3,0.256397083,69.76084774695843,1,0
25:51.4,0.297279396,86.14504979884418,1,0
25:51.4,0.291662196,83.8938723821982,1,0
25:51.4,0.256241125,69.69834523190728,1,0
25:51.5,0.264277118,72.91889033657245,1,0
25:51.5,0.165956201,33.515303507845545,0,0
25:51.5,0.188425732,42.52030613367817,0,0
25:51.6,0.15509039,29.160666262110375,0,0
25:51.6,0.144477016,24.90719694230377,0,0
25:51.6,0.213173285,52.438260351233126,0,0
25:51.7,0.217846349,54.311061060366036,0,0
25:51.7,0.238295999,62.5065659842275,1,1
25:51.7,0.266336434,73.74419220813441,1,0
25:51.8,0.256397083,69.76084774695843,1,0
25:51.8,0.252316442,68.12546946869882,1,0
25:51.8,0.247357305,66.13802070054858,1,0
25:51.9,0.217782109,54.285315913808084,0,0
25:51.9,0.2325796,60.21563307577886,1,1
25:52.0,0.251121024,67.6463877188854,1,0
25:52.0,0.245737494,65.48885707054882,1,0
25:52.0,0.264277118,72.91889033657245,1,0
25:52.1,0.289273633,82.93661982152095,1,0
25:52.1,0.289273633,82.93661982152095,1,0
25:52.1,0.289273633,82.93661982152095,1,0
25:52.2,0.276115738,77.66339542598597,1,0
25:52.2,0.267632164,74.26347550124676,1,0
25:52.2,0.276115738,77.66339542598597,1,0
25:52.3,0.249818135,67.1242353488084,1,0
25:52.3,0.260922928,71.57464822677757,1,0
25:52.3,0.260237002,71.29975306180386,1,0
25:52.4,0.25231953,68.12670703116103,1,0
25:52.4,0.267073375,74.03953240193212,1,0
25:52.4,0.263408689,72.57085434840033,1,0
25:52.5,0.249844042,67.13461796885629,1,0
25:52.5,0.254340658,68.9367044871446,1,0
25:52.6,0.252739034,68.29482957103723,1,0
25:52.6,0.238280052,62.50017498403822,1,0
25:52.6,0.249818135,67.1242353488084,1,0
25:52.7,0.212000635,51.96830321998803,0,0
25:52.7,0.147988967,26.314664146527804,0,0
25:52.7,0.162577203,32.16111921878837,0,0
25:52.8,0.168627657,34.58592969469369,0,0
25:52.8,0.212000635,51.96830321998803,0,0
25:52.8,0.251119223,67.64566594103746,1,1
25:52.9,0.215435359,53.34482054200114,0,0
25:52.9,0.236660241,61.85101135403844,1,1
25:52.9,0.242611564,64.23609359016426,1,0
25:52.9,0.244567983,65.02015794078326,1,0
25:53.0,0.238790053,62.704565558286404,1,0
25:53.0,0.278506102,78.62136976451113,1,0
25:53.0,0.225140343,57.2342389016306,1,0
25:53.1,0.299800259,87.15532357511324,1,0
25:53.1,0.256241125,69.69834523190728,1,0
