Timestamp,EAR,Normalized EAR,EAR 0/1,Transition Count
46:20.3,0.393323556,91.5486254326041,1,0
46:20.5,0.387850016,89.57126579119303,1,0
46:20.6,0.367791531,82.3249793464335,1,0
46:20.6,0.397068411,92.90148393732616,1,0
46:20.7,0.393861123,91.74282576554299,1,0
46:20.8,0.416717852,100.0,1,0
46:21.1,0.376566987,85.49518227349323,1,0
46:21.1,0.376289661,85.39499606129527,1,0
46:21.2,0.366537879,81.87208764030287,1,0
46:21.2,0.383805345,88.11009638379203,1,0
46:23.1,0.282874109,51.64788863083232,1,0
46:23.2,0.305803486,59.93130753020988,1,0
46:23.2,0.307457443,60.52881258551764,1,0
46:23.3,0.306960378,60.34924392060279,1,0
46:23.3,0.301283432,58.29840225198068,1,0
46:23.5,0.334235153,70.20247223601976,1,0
46:23.6,0.336149833,70.89416553838294,1,0
46:23.9,0.386091866,88.93612019007439,1,0
46:24.1,0.37611346,85.3313420556287,1,0
46:24.2,0.375463797,85.0966461555863,1,0
46:24.3,0.369988936,83.11880929247113,1,0
46:24.3,0.376960472,85.63733184369836,1,0
46:24.4,0.363170352,80.65554186167292,1,0
46:24.4,0.356130243,78.11224677152381,1,0
46:24.4,0.356130243,78.11224677152381,1,0
46:24.5,0.371593282,83.6983919814182,1,0
46:24.5,0.376945515,85.6319285090819,1,0
46:24.5,0.360666315,79.750938679016,1,0
46:24.6,0.367791531,82.3249793464335,1,0
46:24.6,0.368147594,82.45360992298902,1,0
46:24.6,0.369575056,82.96929186711438,1,0
46:24.7,0.36603662,81.6910038596976,1,0
46:24.7,0.36603662,81.6910038596976,1,0
46:24.7,0.379814038,86.66820514370215,1,0
46:24.8,0.335980776,70.83309235925242,1,0
46:24.8,0.364857078,81.26488497755747,1,0
46:24.8,0.346629669,74.68008922853714,1,0
46:24.9,0.354295924,77.4495845163702,1,0
46:24.9,0.376797923,85.57860973107074,1,0
46:24.9,0.397482291,93.05100136268291,1,0
46:25.0,0.38441789,88.33138311259059,1,0
46:25.0,0.374276361,84.66767550347475,1,0
46:25.0,0.387428321,89.41892513524006,1,0
46:25.1,0.345981713,74.4460099957536,1,0
46:25.1,0.385905951,88.86895692503333,1,0
46:25.1,0.386941707,89.24313197678218,1,0
46:25.2,0.387428321,89.41892513524006,1,0
46:25.2,0.379650989,86.60930240211765,1,0
46:25.2,0.386851893,89.21068595851361,1,0
46:25.3,0.35598265,78.05892763225476,1,0
46:25.3,0.387428321,89.41892513524006,1,0
46:25.3,0.387428321,89.41892513524006,1,0
46:25.4,0.336628732,71.06717159203598,1,0
46:25.4,0.35508893,77.73606420954809,1,0
46:25.4,0.389476091,90.15869825334869,1,0
46:25.5,0.366796986,81.96569209456958,1,0
46:25.5,0.385905951,88.86895692503333,1,0
46:25.6,0.377374351,85.7868489077972,1,0
46:25.7,0.380294272,86.8416934766701,1,0
46:25.8,0.376797923,85.57860973107074,1,0
46:26.0,0.386851893,89.21068595851361,1,0
46:26.2,0.35356654,77.18608877418308,1,0
46:26.2,0.376444256,85.45084472847664,1,0
46:26.2,0.358259288,78.8813811265752,1,0
46:26.3,0.379765007,86.65049230693143,1,0
46:26.3,0.384680044,88.4260883197206,1,0
46:26.3,0.401737711,94.5883055141559,1,0
46:26.4,0.386851893,89.21068595851361,1,0
46:26.4,0.376960472,85.63733184369836,1,0
46:26.4,0.373699933,84.4594363267483,1,0
46:26.5,0.346976259,74.8052976088754,1,0
46:26.5,0.386851893,89.21068595851361,1,0
46:26.5,0.377453584,85.81547245608002,1,0
46:26.6,0.377616133,85.87419456870762,1,0
46:26.6,0.376968463,85.64021865568739,1,0
